_eAFKYKnCJwn33lEBakmnw,Kelseys Original Roadhouse,address,Richmond Hill,ON,L4C 6Z1,43.8402598,-79.4292346,3,48,1,"{'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'BikeParking': 'True', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}""}","Canadian (New), Nightlife, Restaurants, American (Traditional), Bars, Chicken Wings, Comfort Food","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-17:0'}"
_efpU4QiElNmmVCFCf76Mg,Pie Junkie,address,Calgary,AB,T2N 2A9,51.053963,-114.085501,4,26,1,attributes,"Bakeries, Food",hours
_EjdwRr_Y5BLtz6BjjhFHQ,Montana's BBQ & Bar,address,Calgary,AB,T3H 3P8,51.01958194,-114.167957,2.5,41,1,attributes,"Canadian (New), Steakhouses, Comfort Food, Barbeque, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-20:0'}"
_eRcc1OFDbi3fnVBskXP9g,Zelden's Deli and Desserts,address,Toronto,ON,M4T 1Y5,43.6874773,-79.3939821,3.5,26,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Food, Delicatessen, Delis",hours
_Erx5QMUj8TdMT31tzAXSg,Tokyo Grill,address,Toronto,ON,M2N 5P5,43.7699881,-79.4128243,3.5,19,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Japanese, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
_ESPB65ASmY9hBHflX2fnA,Pho Saigon St,address,Toronto,ON,M2R 2S9,43.791241,-79.4481321,3.5,23,1,attributes,"Vietnamese, Restaurants",
_ESuRoWa4UKvS95IaePulA,Alternative Beverage,address,Belmont,NC,28012,35.2363617,-81.014855,4,20,1,attributes,"Brewing Supplies, Shopping, Hobby Shops","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
_eVRTu6051uIYbr4n_y9zQ,El Tepeyac Cafe,address,Surprise,AZ,85374,33.6416697,-112.3673965,2.5,22,0,attributes,"Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0'}"
_ex7M-yXGILBe2Kb1io2lQ,Federico's Mexican Food,,Peoria,AZ,85345,33.588891,-112.2470406,3,12,1,,"Food, Fast Food, Restaurants, Mexican",
_EYlpKfa37nInhGoLbhz5A,Batteries Plus Bulbs,6210 Northway Dr,Phoenix,AZ,85032,33.640856,-112.030413,4,45,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False'}","Battery Stores, Electronics, Electronics Repair, Local Services, Shopping, IT Services & Computer Repair, Mobile Phone Repair, Lighting Fixtures & Equipment, Home Services",hours
_F0dy8tN5AwSP9k-LUBgKw,Animal Medical Centre Of Medina,15030 N Tatum Blvd,Medina,OH,44256,41.119052,-81.863665,4,11,1,attributes,"Pets, Veterinarians, Pet Sitting, Pet Boarding, Pet Groomers, Pet Services","{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30', 'Sunday': '11:0-18:30'}"
_F3GZtsm1DZMnHUxBlo5zA,Ba-Li Laffa,address,Vaughan,ON,L4J 2J6,43.7949846,-79.4457224,3,33,1,"{'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Mediterranean, Food, Middle Eastern, Restaurants, Kosher",hours
_f6AQfqMkhN17Oe7dhoubw,Chocolats Favoris,address,Ajax,ON,L1Z 0T4,43.880395,-79.024297,4.5,40,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Food, Food, Ice Cream & Frozen Yogurt, Chocolatiers & Shops",hours
_FALYkjieEE8IZGHslUcNA,Delicious-Thai,address,Calgary,AB,T2N 1V8,51.0544982,-114.0854914,3.5,31,1,attributes,"Restaurants, Thai",hours
_faNGF9a6X9Us1k-9XFsfQ,Country Maid Ice Cream,address,Richfield,OH,44286,41.2435001,-81.6066499,4.5,48,1,attributes,"Specialty Food, Fruits & Veggies, Food, Ice Cream & Frozen Yogurt",hours
_-farJKsDz5NO-sXidiPhw,Sushi Crave Japanese Cafe,address,Calgary,AB,T2X 2X7,50.9150211,-114.064588,4,20,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BYOB': 'False', 'Corkage': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsTableService': 'True'}","Sushi Bars, Restaurants, Bubble Tea, Food, Ramen, Tapas/Small Plates, Japanese",hours
_FJjh7stbxPP7Tz7HzyznQ,JCPenney,address,Goodyear,AZ,85395,33.4614893,-112.3458847,2.5,37,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Women's Clothing, Baby Gear & Furniture, Shopping, Home & Garden, Department Stores, Fashion, Men's Clothing, Children's Clothing, Appliances",hours
_FKBxtZpTvJNd95b32y-zw,SpringHill Suites by Marriott Pittsburgh Monroeville,address,Monroeville,PA,15146,40.4357176,-79.7542754,3,17,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '9:0-21:30', 'Sunday': '9:0-21:30'}"
_-FkDma7ozwx7-sYA3wAvQ,Taco Bell,address,Huntersville,NC,28078,35.411622,-80.85526,2.5,32,1,attributes,"Food, Fast Food, Restaurants, Tacos, Tex-Mex, Mexican",hours
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_cURxKsoFZqa9-1UA_gHqQ,BBQ Island,"8155 W Bell Rd, Ste 111",Peoria,AZ,85382,33.6362473,-112.2306941,4.5,15,1,"{'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False'}","Shopping, Appliances, Home & Garden, Grilling Equipment, Outdoor Furniture Stores","{'Monday': '0:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-17:0', 'Sunday': '11:0-16:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_anMkOs2LhCPvH8T1Q9Cdw,Southside Riverfront Park,18TH Aly,Pittsburgh,PA,15203,40.43211829,-79.97600555,4,16,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Boating, Mountain Biking, Active Life, Parks",
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_9oqVZqNvn-lWZUM4Ywy8A,London Fog Cafe,8330 MacLeod Trail SE,Calgary,AB,T2H 2V2,50.9785551,-114.0700768,3.5,14,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'None', 'Caters': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Caterers, Event Planning & Services, Cafes, Restaurants, Food, Coffee & Tea","{'Monday': '10:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:30-17:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_BLsLFpxcwj7y35a-BuObA,Sapore By Zafferano,8000 Hwy 27,Woodbridge,ON,L4H 0S5,43.776828,-79.626367,3,29,1,"{'RestaurantsPriceRange2': '4', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'True', 'BikeParking': 'False'}","Italian, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_BS2zLAkZbelPCt5wLHQqQ,Walgreens,"3025 Las Vegas Blvd S, Ste A",Las Vegas,NV,89109,36.132668,-115.16398,3,33,1,"{'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Drugstores, Food, Photography Stores & Services, Convenience Stores, Cosmetics & Beauty Supply, Shopping, Beauty & Spas","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_auFMd9BPAMTgHVYILNyZg,All-N-Tattoo,"3430 E Tropicana, Ste 10",Las Vegas,NV,89121,36.1006736,-115.1002334,4.5,22,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Tattoo, Beauty & Spas","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_FKBxtZpTvJNd95b32y-zw,SpringHill Suites by Marriott Pittsburgh Monroeville,122 Daugherty Dr,Monroeville,PA,15146,40.4357176,-79.7542754,3,17,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_8RwgNjUPTQlr3_TKCd9vQ,Xpert Alterations,9205 Milford Dr,Northfield,OH,44067,41.3411589,-81.522659,5,16,1,"{'BusinessAcceptsCreditCards': 'False', 'BusinessAcceptsBitcoin': 'False'}","Sewing & Alterations, Event Planning & Services, Local Services","{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '9:0-21:30', 'Sunday': '9:0-21:30'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_BBXbO8lI-yf4uLHUzRkgw,McCowan Fish & Chips,623 McCowan Road,Scarborough,ON,M1J 1K2,43.753251,-79.244122,4,49,1,"{'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}","Fish & Chips, Restaurants, Seafood","{'Monday': '11:0-19:30', 'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-20:0', 'Friday': '11:30-20:30', 'Saturday': '12:0-20:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_cQCpp4Q7XZ1cZGxly08OQ,Boris Shoe Repair,"9160 E Shea Blvd, Ste 112B",Scottsdale,AZ,85260,33.583767,-111.883734,4,39,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Shoe Repair","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-15:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_cySQtzW1NAQLciwjsnXrg,Roman Fountain Pizza,15603 Detroit Ave,Lakewood,OH,44107,41.4849242,-81.8062787,4,31,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'formal'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True'}","Restaurants, Pizza",
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_-farJKsDz5NO-sXidiPhw,Sushi Crave Japanese Cafe,"22 Midlake Boulevard SE, Suite 336",Calgary,AB,T2X 2X7,50.9150211,-114.064588,4,20,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BYOB': 'False', 'Corkage': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsTableService': 'True'}","Sushi Bars, Restaurants, Bubble Tea, Food, Ramen, Tapas/Small Plates, Japanese","{'Monday': '0:0-0:0', 'Tuesday': '10:30-19:30', 'Wednesday': '10:30-19:30', 'Thursday': '10:30-19:30', 'Friday': '10:30-19:30', 'Saturday': '10:30-19:30'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_FJjh7stbxPP7Tz7HzyznQ,JCPenney,13333 W Mcdowell Rd,Goodyear,AZ,85395,33.4614893,-112.3458847,2.5,36,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Women's Clothing, Baby Gear & Furniture, Shopping, Home & Garden, Department Stores, Fashion, Men's Clothing, Children's Clothing, Appliances","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_F3GZtsm1DZMnHUxBlo5zA,Ba-Li Laffa,7117 Bathurst Street,Vaughan,ON,L4J 2J6,43.7949846,-79.4457224,3,32,1,"{'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Mediterranean, Food, Middle Eastern, Restaurants, Kosher","{'Monday': '11:30-22:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '9:0-15:0', 'Saturday': '18:30-23:0', 'Sunday': '11:30-23:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
_a_tio6zND31Wp5B3rn2uQ,Sedona at Lone Mountain,770 W Lone Mountain Rd,North Las Vegas,NV,89031,36.247401,-115.152383,2,28,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Home Services, Apartments, Real Estate","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
,,,,,,,,,,,,,
business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
,,,,,,,,,,,,,
